	sponsor	cosponsor	count
286	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Carter, Troy A. [D-LA-2]	1
287	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Cline, Ben [R-VA-6]	1
288	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Connolly, Gerald E. [D-VA-11]	1
289	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Davis, Danny K. [D-IL-7]	1
290	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. DelBene, Suzan K. [D-WA-1]	1
291	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Eshoo, Anna G. [D-CA-16]	1
292	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Espaillat, Adriano [D-NY-13]	1
293	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
294	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Gottheimer, Josh [D-NJ-5]	1
295	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Kamlager-Dove, Sydney [D-CA-37]	1
296	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Kildee, Daniel T. [D-MI-8]	1
297	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Lawler, Michael [R-NY-17]	1
298	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Lofgren, Zoe [D-CA-18]	2
299	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. McCollum, Betty [D-MN-4]	1
300	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. McGovern, James P. [D-MA-2]	2
301	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Norcross, Donald [D-NJ-1]	1
302	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Panetta, Jimmy [D-CA-19]	1
303	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Pascrell, Bill, Jr. [D-NJ-9]	1
304	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Phillips, Dean [D-MN-3]	1
305	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Pingree, Chellie [D-ME-1]	2
306	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Ross, Deborah K. [D-NC-2]	1
307	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Schweikert, David [R-AZ-1]	1
308	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Steube, W. Gregory [R-FL-17]	1
309	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Sánchez, Linda T. [D-CA-38]	1
310	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Thanedar, Shri [D-MI-13]	1
311	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Titus, Dina [D-NV-1]	1
312	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Tlaib, Rashida [D-MI-12]	1
313	Rep. Bice, Stephanie I. [R-OK-5]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
314	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Allen, Rick W. [R-GA-12]	1
315	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Allred, Colin Z. [D-TX-32]	1
316	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Bacon, Don [R-NE-2]	1
317	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Baird, James R. [R-IN-4]	1
318	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Budzinski, Nikki [D-IL-13]	1
319	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Carson, Andre [D-IN-7]	1
320	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Clarke, Yvette D. [D-NY-9]	1
321	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Crockett, Jasmine [D-TX-30]	1
322	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Davis, Donald G. [D-NC-1]	1
323	Rep. Bice, Stephanie I. [R-OK-5]	Rep. DelBene, Suzan K. [D-WA-1]	1
324	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Donalds, Byron [R-FL-19]	1
325	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
326	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Garbarino, Andrew R. [R-NY-2]	1
327	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Graves, Garret [R-LA-6]	1
328	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Hinson, Ashley [R-IA-2]	1
329	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Ivey, Glenn [D-MD-4]	1
330	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Jackson, Ronny [R-TX-13]	1
331	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Johnson, Dusty [R-SD-At Large]	1
332	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Khanna, Ro [D-CA-17]	1
333	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Kim, Andy [D-NJ-3]	1
334	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Kim, Young [R-CA-40]	1
335	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Kuster, Ann M. [D-NH-2]	1
336	Rep. Bice, Stephanie I. [R-OK-5]	Rep. LaTurner, Jake [R-KS-2]	1
337	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Lamborn, Doug [R-CO-5]	1
338	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Lee, Susie [D-NV-3]	1
339	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Mace, Nancy [R-SC-1]	1
340	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Mann, Tracey [R-KS-1]	1
341	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Meng, Grace [D-NY-6]	1
342	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Miller-Meeks, Mariannette [R-IA-1]	1
343	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Morelle, Joseph D. [D-NY-25]	1
344	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Mullin, Kevin [D-CA-15]	1
345	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Owens, Burgess [R-UT-4]	1
346	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Posey, Bill [R-FL-8]	1
347	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Rutherford, John H. [R-FL-5]	1
348	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Salazar, Maria Elvira [R-FL-27]	1
349	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Smucker, Lloyd [R-PA-11]	1
350	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Stevens, Haley M. [D-MI-11]	1
351	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Tlaib, Rashida [D-MI-12]	1
352	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Valadao, David G. [R-CA-22]	1
353	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Waltz, Michael [R-FL-6]	1
354	Rep. Biggs, Andy [R-AZ-5]	Rep. Brecheen, Josh [R-OK-2]	1
355	Rep. Biggs, Andy [R-AZ-5]	Rep. Burlison, Eric [R-MO-7]	3
356	Rep. Biggs, Andy [R-AZ-5]	Rep. Clyde, Andrew S. [R-GA-9]	1
357	Rep. Biggs, Andy [R-AZ-5]	Rep. Collins, Mike [R-GA-10]	1
358	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]	49
359	Rep. Biggs, Andy [R-AZ-5]	Rep. Donalds, Byron [R-FL-19]	1
360	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]	46
361	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]	48
362	Rep. Biggs, Andy [R-AZ-5]	Rep. Gosar, Paul A. [R-AZ-9]	2
363	Rep. Biggs, Andy [R-AZ-5]	Rep. Higgins, Clay [R-LA-3]	1
364	Rep. Biggs, Andy [R-AZ-5]	Rep. Luna, Anna Paulina [R-FL-13]	1
365	Rep. Biggs, Andy [R-AZ-5]	Rep. Mace, Nancy [R-SC-1]	2
366	Rep. Biggs, Andy [R-AZ-5]	Rep. Miller, Mary E. [R-IL-15]	2
367	Rep. Biggs, Andy [R-AZ-5]	Rep. Norman, Ralph [R-SC-5]	2
368	Rep. Biggs, Andy [R-AZ-5]	Rep. Ogles, Andrew [R-TN-5]	2
369	Rep. Biggs, Andy [R-AZ-5]	Rep. Perry, Scott [R-PA-10]	1
370	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]	48
371	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]	46
372	Rep. Biggs, Andy [R-AZ-5]	Rep. Tiffany, Thomas P. [R-WI-7]	1
373	Rep. Biggs, Andy [R-AZ-5]	Rep. Timmons, William R. IV [R-SC-4]	1
374	Rep. Bilirakis, Gus M. [R-FL-12]	Rep. Garamendi, John [D-CA-8]	1
375	Rep. Bilirakis, Gus M. [R-FL-12]	Rep. Pappas, Chris [D-NH-1]	1
376	Rep. Bilirakis, Gus M. [R-FL-12]	Rep. Posey, Bill [R-FL-8]	1
377	Rep. Bilirakis, Gus M. [R-FL-12]	Rep. Trone, David J. [D-MD-6]	1
378	Rep. Bilirakis, Gus M. [R-FL-12]	Rep. Valadao, David G. [R-CA-22]	1
379	Rep. Bishop, Dan [R-NC-8]	Rep. Aderholt, Robert B. [R-AL-4]	1
380	Rep. Bishop, Dan [R-NC-8]	Rep. Arrington, Jodey C. [R-TX-19]	1
381	Rep. Bishop, Dan [R-NC-8]	Rep. Babin, Brian [R-TX-36]	1
382	Rep. Bishop, Dan [R-NC-8]	Rep. Bilirakis, Gus M. [R-FL-12]	1
383	Rep. Bishop, Dan [R-NC-8]	Rep. Boebert, Lauren [R-CO-3]	1
384	Rep. Bishop, Dan [R-NC-8]	Rep. Bost, Mike [R-IL-12]	1
385	Rep. Bishop, Dan [R-NC-8]	Rep. Brecheen, Josh [R-OK-2]	1
386	Rep. Bishop, Dan [R-NC-8]	Rep. Buck, Ken [R-CO-4]	2
387	Rep. Bishop, Dan [R-NC-8]	Rep. Burgess, Michael C. [R-TX-26]	1
388	Rep. Bishop, Dan [R-NC-8]	Rep. Burlison, Eric [R-MO-7]	1
389	Rep. Bishop, Dan [R-NC-8]	Rep. Carl, Jerry L. [R-AL-1]	1
390	Rep. Bishop, Dan [R-NC-8]	Rep. Cline, Ben [R-VA-6]	1
391	Rep. Bishop, Dan [R-NC-8]	Rep. Cloud, Michael [R-TX-27]	1
392	Rep. Bishop, Dan [R-NC-8]	Rep. Crane, Elijah [R-AZ-2]	1
393	Rep. Bishop, Dan [R-NC-8]	"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]"	1
394	Rep. Bishop, Dan [R-NC-8]	Rep. Davidson, Warren [R-OH-8]	2
395	Rep. Bishop, Dan [R-NC-8]	Rep. De La Cruz, Monica [R-TX-15]	1
396	Rep. Bishop, Dan [R-NC-8]	Rep. Duncan, Jeff [R-SC-3]	2
397	Rep. Bishop, Dan [R-NC-8]	Rep. Ellzey, Jake [R-TX-6]	1
398	Rep. Bishop, Dan [R-NC-8]	Rep. Estes, Ron [R-KS-4]	1
399	Rep. Bishop, Dan [R-NC-8]	Rep. Fallon, Pat [R-TX-4]	1
400	Rep. Bishop, Dan [R-NC-8]	Rep. Fitzgerald, Scott [R-WI-5]	1
401	Rep. Bishop, Dan [R-NC-8]	Rep. Gaetz, Matt [R-FL-1]	1
402	Rep. Bishop, Dan [R-NC-8]	Rep. Good, Bob [R-VA-5]	1
403	Rep. Bishop, Dan [R-NC-8]	Rep. Gooden, Lance [R-TX-5]	1
404	Rep. Bishop, Dan [R-NC-8]	Rep. Gosar, Paul A. [R-AZ-9]	1
405	Rep. Bishop, Dan [R-NC-8]	Rep. Green, Mark E. [R-TN-7]	1
406	Rep. Bishop, Dan [R-NC-8]	Rep. Grothman, Glenn [R-WI-6]	1
407	Rep. Bishop, Dan [R-NC-8]	Rep. Guest, Michael [R-MS-3]	1
408	Rep. Bishop, Dan [R-NC-8]	Rep. Hageman, Harriet M. [R-WY-At Large]	1
409	Rep. Bishop, Dan [R-NC-8]	Rep. Harshbarger, Diana [R-TN-1]	1
410	Rep. Bishop, Dan [R-NC-8]	Rep. Hern, Kevin [R-OK-1]	1
411	Rep. Bishop, Dan [R-NC-8]	Rep. Hudson, Richard [R-NC-9]	1
412	Rep. Bishop, Dan [R-NC-8]	Rep. Jackson, Ronny [R-TX-13]	1
413	Rep. Bishop, Dan [R-NC-8]	Rep. Johnson, Mike [R-LA-4]	1
414	Rep. Bishop, Dan [R-NC-8]	Rep. Joyce, John [R-PA-13]	1
415	Rep. Bishop, Dan [R-NC-8]	Rep. LaMalfa, Doug [R-CA-1]	1
416	Rep. Bishop, Dan [R-NC-8]	Rep. LaTurner, Jake [R-KS-2]	1
417	Rep. Bishop, Dan [R-NC-8]	Rep. Lamborn, Doug [R-CO-5]	1
418	Rep. Bishop, Dan [R-NC-8]	Rep. Lesko, Debbie [R-AZ-8]	1
419	Rep. Bishop, Dan [R-NC-8]	Rep. Luna, Anna Paulina [R-FL-13]	2
420	Rep. Bishop, Dan [R-NC-8]	Rep. Mace, Nancy [R-SC-1]	1
421	Rep. Bishop, Dan [R-NC-8]	Rep. Massie, Thomas [R-KY-4]	1
422	Rep. Bishop, Dan [R-NC-8]	Rep. Mast, Brian J. [R-FL-21]	1
423	Rep. Bishop, Dan [R-NC-8]	Rep. McClintock, Tom [R-CA-5]	1
424	Rep. Bishop, Dan [R-NC-8]	Rep. McCormick, Richard [R-GA-6]	1
425	Rep. Bishop, Dan [R-NC-8]	Rep. Miller, Mary E. [R-IL-15]	2
426	Rep. Bishop, Dan [R-NC-8]	Rep. Moolenaar, John R. [R-MI-2]	1
427	Rep. Bishop, Dan [R-NC-8]	Rep. Moore, Barry [R-AL-2]	1
428	Rep. Bishop, Dan [R-NC-8]	Rep. Murphy, Gregory F. [R-NC-3]	1
429	Rep. Bishop, Dan [R-NC-8]	Rep. Norman, Ralph [R-SC-5]	1
430	Rep. Bishop, Dan [R-NC-8]	Rep. Obernolte, Jay [R-CA-23]	1
431	Rep. Bishop, Dan [R-NC-8]	Rep. Ogles, Andrew [R-TN-5]	2
432	Rep. Bishop, Dan [R-NC-8]	Rep. Perry, Scott [R-PA-10]	2
433	Rep. Bishop, Dan [R-NC-8]	Rep. Posey, Bill [R-FL-8]	1
434	Rep. Bishop, Dan [R-NC-8]	Rep. Reschenthaler, Guy [R-PA-14]	1
435	Rep. Bishop, Dan [R-NC-8]	Rep. Rosendale Sr., Matthew M. [R-MT-2]	1
436	Rep. Bishop, Dan [R-NC-8]	Rep. Rouzer, David [R-NC-7]	1
437	Rep. Bishop, Dan [R-NC-8]	Rep. Roy, Chip [R-TX-21]	1
438	Rep. Bishop, Dan [R-NC-8]	Rep. Santos, George [R-NY-3]	2
439	Rep. Bishop, Dan [R-NC-8]	Rep. Steube, W. Gregory [R-FL-17]	1
440	Rep. Bishop, Dan [R-NC-8]	Rep. Tenney, Claudia [R-NY-24]	2
441	Rep. Bishop, Dan [R-NC-8]	Rep. Van Drew, Jefferson [R-NJ-2]	1
442	Rep. Bishop, Dan [R-NC-8]	Rep. Walberg, Tim [R-MI-5]	1
443	Rep. Bishop, Dan [R-NC-8]	Rep. Waltz, Michael [R-FL-6]	1
444	Rep. Bishop, Dan [R-NC-8]	Rep. Webster, Daniel [R-FL-11]	1
445	Rep. Bishop, Dan [R-NC-8]	Rep. Wittman, Robert J. [R-VA-1]	1
446	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Baird, James R. [R-IN-4]	1
447	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Bost, Mike [R-IL-12]	1
448	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Brown, Shontel M. [D-OH-11]	1
449	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Caraveo, Yadira [D-CO-8]	1
450	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Craig, Angie [D-MN-2]	1
451	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Davids, Sharice [D-KS-3]	1
452	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Davis, Donald G. [D-NC-1]	1
453	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Feenstra, Randy [R-IA-4]	1
454	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Ferguson, A. Drew, IV [R-GA-3]	1
455	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
456	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Flood, Mike [R-NE-1]	1
457	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Garamendi, John [D-CA-8]	1
458	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Gottheimer, Josh [D-NJ-5]	1
459	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Huizenga, Bill [R-MI-4]	1
460	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Jackson, Jeff [D-NC-14]	1
461	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Kildee, Daniel T. [D-MI-8]	1
462	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Lee, Laurel M. [R-FL-15]	1
463	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. McClain, Lisa C. [R-MI-9]	1
464	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Moolenaar, John R. [R-MI-2]	1
465	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Moskowitz, Jared [D-FL-23]	1
466	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Nickel, Wiley [D-NC-13]	1
467	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Pingree, Chellie [D-ME-1]	1
468	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Ross, Deborah K. [D-NC-2]	1
469	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Rouzer, David [R-NC-7]	1
470	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Scholten, Hillary J. [D-MI-3]	1
471	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Sherrill, Mikie [D-NJ-11]	1
472	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Slotkin, Elissa [D-MI-7]	1
473	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Smith, Adrian [R-NE-3]	1
474	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Smucker, Lloyd [R-PA-11]	1
475	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Sorensen, Eric [D-IL-17]	1
476	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Spanberger, Abigail Davis [D-VA-7]	1
477	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Tokuda, Jill N. [D-HI-2]	1
478	Rep. Bishop, Sanford D., Jr. [D-GA-2]	Rep. Vasquez, Gabe [D-NM-2]	1
479	Rep. Blumenauer, Earl [D-OR-3]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
480	Rep. Blumenauer, Earl [D-OR-3]	Rep. Barragan, Nanette Diaz [D-CA-44]	1
481	Rep. Blumenauer, Earl [D-OR-3]	Rep. Cartwright, Matt [D-PA-8]	1
482	Rep. Blumenauer, Earl [D-OR-3]	Rep. Casten, Sean [D-IL-6]	1
483	Rep. Blumenauer, Earl [D-OR-3]	Rep. Castor, Kathy [D-FL-14]	1
484	Rep. Blumenauer, Earl [D-OR-3]	Rep. Chu, Judy [D-CA-28]	1
485	Rep. Blumenauer, Earl [D-OR-3]	Rep. Cleaver, Emanuel [D-MO-5]	1
486	Rep. Blumenauer, Earl [D-OR-3]	Rep. Cohen, Steve [D-TN-9]	1
487	Rep. Blumenauer, Earl [D-OR-3]	Rep. Connolly, Gerald E. [D-VA-11]	1
488	Rep. Blumenauer, Earl [D-OR-3]	Rep. Dean, Madeleine [D-PA-4]	1
489	Rep. Blumenauer, Earl [D-OR-3]	Rep. Espaillat, Adriano [D-NY-13]	1
490	Rep. Blumenauer, Earl [D-OR-3]	"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]"	1
491	Rep. Blumenauer, Earl [D-OR-3]	Rep. Gottheimer, Josh [D-NJ-5]	1
492	Rep. Blumenauer, Earl [D-OR-3]	Rep. Grijalva, Raúl M. [D-AZ-7]	1
493	Rep. Blumenauer, Earl [D-OR-3]	Rep. Himes, James A. [D-CT-4]	1
494	Rep. Blumenauer, Earl [D-OR-3]	Rep. Huffman, Jared [D-CA-2]	1
495	Rep. Blumenauer, Earl [D-OR-3]	Rep. Jackson Lee, Sheila [D-TX-18]	1
496	Rep. Blumenauer, Earl [D-OR-3]	Rep. Jayapal, Pramila [D-WA-7]	1
497	Rep. Blumenauer, Earl [D-OR-3]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	1
498	Rep. Blumenauer, Earl [D-OR-3]	Rep. Khanna, Ro [D-CA-17]	1
499	Rep. Blumenauer, Earl [D-OR-3]	Rep. Larsen, Rick [D-WA-2]	1
500	Rep. Blumenauer, Earl [D-OR-3]	Rep. Lieu, Ted [D-CA-36]	1
501	Rep. Blumenauer, Earl [D-OR-3]	Rep. Lofgren, Zoe [D-CA-18]	1
502	Rep. Blumenauer, Earl [D-OR-3]	Rep. Lynch, Stephen F. [D-MA-8]	1
503	Rep. Blumenauer, Earl [D-OR-3]	Rep. McClellan, Jennifer L. [D-VA-4]	1
504	Rep. Blumenauer, Earl [D-OR-3]	Rep. McCollum, Betty [D-MN-4]	1
505	Rep. Blumenauer, Earl [D-OR-3]	Rep. McGovern, James P. [D-MA-2]	1
506	Rep. Blumenauer, Earl [D-OR-3]	Rep. Meng, Grace [D-NY-6]	1
507	Rep. Blumenauer, Earl [D-OR-3]	Rep. Morelle, Joseph D. [D-NY-25]	1
508	Rep. Blumenauer, Earl [D-OR-3]	Rep. Nadler, Jerrold [D-NY-12]	1
509	Rep. Blumenauer, Earl [D-OR-3]	Rep. Neal, Richard E. [D-MA-1]	1
510	Rep. Blumenauer, Earl [D-OR-3]	Rep. Raskin, Jamie [D-MD-8]	1
511	Rep. Blumenauer, Earl [D-OR-3]	Rep. Scanlon, Mary Gay [D-PA-5]	1
512	Rep. Blumenauer, Earl [D-OR-3]	Rep. Schakowsky, Janice D. [D-IL-9]	1
513	Rep. Blumenauer, Earl [D-OR-3]	Rep. Schiff, Adam B. [D-CA-30]	1
514	Rep. Blumenauer, Earl [D-OR-3]	Rep. Sherrill, Mikie [D-NJ-11]	1
515	Rep. Blumenauer, Earl [D-OR-3]	Rep. Stansbury, Melanie Ann [D-NM-1]	1
516	Rep. Blumenauer, Earl [D-OR-3]	Rep. Tlaib, Rashida [D-MI-12]	1
517	Rep. Blumenauer, Earl [D-OR-3]	Rep. Tonko, Paul [D-NY-20]	1
518	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Del. Moylan, James C. [R-GU-At Large]	1
519	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Del. Norton, Eleanor Holmes [D-DC-At Large]	2
520	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Allred, Colin Z. [D-TX-32]	1
521	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Amo, Gabe [D-RI-1]	1
522	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Bacon, Don [R-NE-2]	2
523	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Balint, Becca [D-VT-At Large]	1
524	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Barragan, Nanette Diaz [D-CA-44]	1
525	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Bonamici, Suzanne [D-OR-1]	1
526	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Budzinski, Nikki [D-IL-13]	1
527	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Carson, André [D-IN-7]	1
528	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Cartwright, Matt [D-PA-8]	1
529	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Castor, Kathy [D-FL-14]	1
530	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]	1
531	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Ciscomani, Juan [R-AZ-6]	1
532	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Clarke, Yvette D. [D-NY-9]	2
533	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Crockett, Jasmine [D-TX-30]	1
534	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Davids, Sharice [D-KS-3]	1
535	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Davis, Danny K. [D-IL-7]	1
536	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Davis, Donald G. [D-NC-1]	1
537	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Dean, Madeleine [D-PA-4]	1
538	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. DelBene, Suzan K. [D-WA-1]	1
539	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Evans, Dwight [D-PA-3]	1
540	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
541	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Frost, Maxwell [D-FL-10]	1
542	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Goldman, Daniel S. [D-NY-10]	1
543	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Gottheimer, Josh [D-NJ-5]	1
544	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Hayes, Jahana [D-CT-5]	1
545	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Jackson, Jonathan L. [D-IL-1]	1
546	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Keating, William R. [D-MA-9]	1
547	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Kelly, Robin L. [D-IL-2]	1
548	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Kiggans, Jennifer A [R-VA-2]	1
549	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Kim, Young [R-CA-40]	1
550	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Kuster, Ann M. [D-NH-2]	1
551	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. LaLota, Nick [R-NY-1]	1
552	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Lawler, Michael [R-NY-17]	1
553	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Levin, Mike [D-CA-49]	1
554	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Lofgren, Zoe [D-CA-18]	1
555	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Magaziner, Seth [D-RI-2]	1
556	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Mann, Tracey [R-KS-1]	1
557	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Meuser, Daniel [R-PA-9]	1
558	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Morelle, Joseph D. [D-NY-25]	1
559	Rep. Blunt Rochester, Lisa [D-DE-At Large]	Rep. Nadler, Jerrold [D-NY-12]	2
